lemma,pos,ehitz_freq,syls,syl_n
jakintza,N,43.068,ja-kin-tza,3
jakintzagai,N,1.372,ja-kin-tza-gai,4
jakitate,N,1.372,ja-ki-ta-te,4
jakite,N,5.761,ja-ki-te,3
jakitun,N,15.362,ja-ki-tun,3
jakituria,N,9.601,ja-ki-tu-ri-a,5
jakobino,G,0.823,ja-ko-bi-no,4
jale,N,3.017,ja-le,2
antimilitarista,G,1.372,an-ti-mi-li-ta-ris-ta,7
jaleo,N,0.549,ja-le-o,3
jalgi,V,7.955,jal-gi,2
jalki,V,3.566,jal-ki,2
jalkiera,N,0.549,jal-ki-e-ra,4
jalkin,N,5.486,jal-kin,2
jan,V,174.191,jan,1
janaldi,N,1.646,ja-nal-di,3
janaritu,V,0.823,ja-na-ri-tu,4
jangai,N,2.195,jan-gai,2
antiojo,N,1.92,an-ti-o-jo,4
jangela,N,3.566,jan-ge-la,3
jangura,N,0.549,jan-gu-ra,3
jantoki,N,3.566,jan-to-ki,3
jantzi,V,105.612,jan-tzi,2
jantzigintza,N,0.549,jan-tzi-gin-tza,4
janzkera,N,10.15,janz-ke-ra,3
janzki,N,2.743,janz-ki,2
japones,G,0.823,ja-po-nes,3
japoniar,G,4.115,ja-po-ni-ar,4
antiseptiko,G,0.549,an-ti-sep-ti-ko,5
japoniera,N,1.372,ja-po-ni-e-ra,5
jaramon,N,10.698,ja-ra-mon,3
jarauntsi,N,0.823,ja-raun-tsi,3
jardin,G,1.92,jar-din,2
jarduera,N,78.729,jar-du-e-ra,4
jarduketa,N,9.875,jar-du-ke-ta,4
jardun,N,64.739,jar-dun,2
jardunaldi,N,15.636,jar-du-nal-di,4
jardunbide,N,5.761,jar-dun-bi-de,4
antiterrorista,N,0.549,an-ti-te-rro-ris-ta,6
jare,G,2.743,ja-re,2
jaregin,V,4.663,ja-re-gin,3
jargoi,N,0.549,jar-goi,2
jariaketa,N,0.549,ja-ri-a-ke-ta,5
jariakin,N,1.646,ja-ri-a-kin,4
jariatu,V,0.549,ja-ri-a-tu,4
jario,N,14.539,ja-ri-o,3
jarioka,A,0.549,ja-ri-o-ka,4
antizikloi,N,1.097,an-ti-zi-kloi,4
jarki,G,0.823,jar-ki,2
jarleku,N,4.938,jar-le-ku,3
jarrai,A,44.165,ja-rrai,2
jarraian,A,58.978,ja-rra-ian,3
jarraibide,N,6.858,ja-rrai-bi-de,4
jarraiera,G,1.097,ja-rra-ie-ra,4
jarraieran,N,0.549,ja-rra-ie-ran,4
jarraika,A,2.743,ja-rrai-ka,3
jarraiketa,N,0.549,ja-rrai-ke-ta,4
antolabide,N,1.097,an-to-la-bi-de,5
jarraiki,G,51.297,ja-rrai-ki,3
jarraikiro,N,0.549,ja-rrai-ki-ro,4
jarraiko,G,5.212,ja-rrai-ko,3
jarraipen,N,15.636,ja-rrai-pen,3
jarraitasun,N,1.097,ja-rrai-ta-sun,4
jarraitu,G,266.91,ja-rrai-tu,3
jarraitzaile,N,20.848,ja-rrai-tzai-le,4
jarrera,N,171.997,ja-rre-ra,3
jarri,V,721.453,ja-rri,2
antolabidetza,G,1.097,an-to-la-bi-de-tza,6
jasan,V,119.602,ja-san,2
jasanezin,G,1.097,ja-sa-ne-zin,4
jasangaitz,G,3.292,ja-san-gaitz,3
jasangarri,G,0.549,ja-san-ga-rri,4
jasankor,G,0.823,ja-san-kor,3
jasankortasun,N,2.195,ja-san-kor-ta-sun,5
jaso,G,371.699,ja-so,2
antolaera,N,1.372,an-to-la-e-ra,5
jasoaldi,N,5.486,ja-so-al-di,4
jasoera,G,0.823,ja-so-e-ra,4
jasogailu,N,0.823,ja-so-gai-lu,4
jasoin,G,1.097,ja-soin,2
jasoketa,N,2.743,ja-so-ke-ta,4
jasokunde,N,0.549,ja-so-kun-de,4
jasokuntza,N,0.549,ja-so-kun-tza,4
jasotzaile,N,1.372,ja-so-tzai-le,4
jasotze,N,2.195,ja-so-tze,3
jat,N,7.681,jat,1
absurdo,G,1.646,ab-sur-do,3
antolaketa,N,70.774,an-to-la-ke-ta,5
jatetxe,N,12.619,ja-te-txe,3
jator,G,34.564,ja-tor,2
jatordu,N,1.097,ja-tor-du,3
jatorki,A,0.823,ja-tor-ki,3
jatorri,N,41.148,ja-to-rri,3
antolakidekuntza,G,0.823,an-to-la-ki-de-kun-tza,7
jatortasun,N,1.646,ja-tor-ta-sun,4
jatun,G,1.372,ja-tun,2
jaugin,N,1.097,jau-gin,2
jauki,V,1.097,jau-ki,2
jaulki,V,6.309,jaul-ki,2
jaulkipen,N,1.097,jaul-ki-pen,3
jaun,N,151.971,jaun,1
jaunartu,V,2.469,jau-nar-tu,3
jaungoiko,N,19.476,jaun-goi-ko,3
jauntasun,N,0.549,jaun-ta-sun,3
antolakidetu,N,0.823,an-to-la-ki-de-tu,6
jauntxo,G,13.167,jaun-txo,2
jauntxokeria,N,0.549,jaun-txo-ke-ri-a,5
jaunxkila,G,0.549,jaunx-ki-la,3
jaurbide,N,3.84,jaur-bi-de,3
jauregi,N,27.98,jau-re-gi,3
jauregitar,N,0.823,jau-re-gi-tar,4
jaurerri,N,1.646,jau-re-rri,3
jauretxe,N,2.195,jau-re-txe,3
jaurgo,N,0.549,jaur-go,2
jaurlari,N,0.823,jaur-la-ri,3
antolakidetza,N,0.823,an-to-la-ki-de-tza,6
jaurlaritza,N,28.803,jaur-la-ri-tza,4
jaurle,N,1.372,jaur-le,2
jaurri,N,0.823,jau-rri,2
jaurti,V,24.414,jaur-ti,2
jaurtigai,N,0.823,jaur-ti-gai,3
jaurtiketa,N,6.035,jaur-ti-ke-ta,4
jaurtiki,V,8.778,jaur-ti-ki,3
jausi,V,28.255,jau-si,2
jauskera,N,0.549,jaus-ke-ra,3
antolakidetze,N,1.646,an-to-la-ki-de-tze,6
jautsi,V,3.84,jau-tsi,2
jauzi,V,42.519,jau-zi,2
jauzika,A,12.893,jau-zi-ka,3
jazar,N,1.097,ja-zar,2
jazarketa,N,0.549,ja-zar-ke-ta,4
jazarle,N,0.823,ja-zar-le,3
jazarpen,N,2.469,ja-zar-pen,3
jazarraldi,N,0.823,ja-za-rral-di,4
jazarri,V,3.292,ja-za-rri,3
antolakizun,N,1.646,an-to-la-ki-zun,5
jazo,V,15.91,ja-zo,2
jazoera,N,7.681,ja-zo-e-ra,4
jazz,N,5.212,jazz,1
je,G,6.035,je,1
jejejejeje,N,1.92,je-je-je-je-je,5
jeep,N,1.92,je-ep,2
jefe,G,1.646,je-fe,2
jeinu,N,4.115,jei-nu,2
jela,N,2.743,je-la,2
jelatu,V,0.549,je-la-tu,3
antolakuntza,N,20.574,an-to-la-kun-tza,5
jelkide,N,0.823,jel-ki-de,3
jelosia,N,0.823,je-lo-si-a,4
jeloskor,G,3.292,je-los-kor,3
jeltzale,N,1.92,jel-tza-le,3
jendaila,N,0.549,jen-dai-la,3
jendalde,N,1.646,jen-dal-de,3
jendarme,N,0.549,jen-dar-me,3
jendarte,N,0.549,jen-dar-te,3
antolamendu,N,29.626,an-to-la-men-du,5
jendaurreratu,N,0.549,jen-dau-rre-ra-tu,5
jende,N,314.367,jen-de,2
jendetarte,G,0.549,jen-de-tar-te,4
jendetasun,N,1.097,jen-de-ta-sun,4
jendetsu,G,1.372,jen-de-tsu,3
jendetza,N,17.831,jen-de-tza,3
antolapen,N,0.549,an-to-la-pen,4
jendilaje,N,1.097,jen-di-la-je,4
jeneral,G,10.973,je-ne-ral,3
jeneralista,N,0.549,je-ne-ra-lis-ta,5
jeneralizatu,V,0.549,je-ne-ra-li-za-tu,6
jeneralizazio,N,1.92,je-ne-ra-li-za-zi-o,7
jeneralki,A,6.858,je-ne-ral-ki,4
jenial,G,0.549,je-ni-al,3
jenio,N,6.035,je-ni-o,3
jentil,G,6.035,jen-til,2
antolatu,V,119.877,an-to-la-tu,4
jentiltasun,N,0.549,jen-til-ta-sun,4
jerez,N,1.097,je-rez,2
jertse,N,9.327,jer-tse,2
jesapen,N,0.823,je-sa-pen,3
jesarleku,N,0.549,je-sar-le-ku,4
jesarri,V,8.23,je-sa-rri,3
jestu,N,3.84,jes-tu,2
jesuita,N,10.973,je-su-i-ta,4
jesulagun,N,1.646,je-su-la-gun,4
jesus,N,7.407,je-sus,2
aburu,N,5.486,a-bu-ru,3
antolatzaile,N,6.035,an-to-la-tzai-le,5
jetzi,V,1.097,je-tzi,2
jigante,N,1.097,ji-gan-te,3
jin,V,12.07,jin,1
jipoi,N,3.84,ji-poi,2
jipoitu,V,3.017,ji-poi-tu,3
jira,N,17.556,ji-ra,2
jirabira,N,2.469,ji-ra-bi-ra,4
jirabiraka,A,2.195,ji-ra-bi-ra-ka,5
jirabiratu,V,0.549,ji-ra-bi-ra-tu,5
jirabuelta,N,0.823,ji-ra-bu-el-ta,5
antolatze,N,1.92,an-to-la-tze,4
jirafa,N,0.823,ji-ra-fa,3
jiraka,A,4.115,ji-ra-ka,3
jiratu,V,19.202,ji-ra-tu,3
jiro,N,0.549,ji-ro,2
jite,N,5.212,ji-te,2
jo,V,498.159,jo,1
joaira,N,0.549,jo-ai-ra,3
antologia,N,3.566,an-to-lo-gi-a,5
joaldi,N,0.823,jo-al-di,3
joan,V,1152.405,jo-an,2
joanaldi,N,0.549,jo-a-nal-di,4
jode,N,0.823,jo-de,2
joder,N,1.372,jo-der,2
joe,N,1.372,jo-e,2
joera,N,179.678,jo-e-ra,3
jogurt,N,1.646,jo-gurt,2
antologiko,G,0.549,an-to-lo-gi-ko,5
joia,N,0.549,jo-ia,2
joka,A,31.821,jo-ka,2
jokabide,N,69.951,jo-ka-bi-de,4
jokaera,N,47.182,jo-ka-e-ra,4
jokalari,G,33.741,jo-ka-la-ri,4
jokaldi,N,3.292,jo-kal-di,3
jokamolde,N,5.212,jo-ka-mol-de,4
jokatu,V,126.186,jo-ka-tu,3
joko,N,165.413,jo-ko,2
antrax,N,0.549,an-trax,2
jokozale,G,0.549,jo-ko-za-le,4
jolas,N,56.784,jo-las,2
jolasgura,N,1.097,jo-las-gu-ra,4
jolaska,A,0.549,jo-las-ka,3
jolasketa,N,0.549,jo-las-ke-ta,4
jolastoki,N,2.195,jo-las-to-ki,4
jolastu,V,16.733,jo-las-tu,3
jomuga,N,10.424,jo-mu-ga,3
antropoide,G,0.549,an-tro-poi-de,4
jondoni,N,1.372,jon-do-ni,3
jopu,G,2.469,jo-pu,2
jordaniar,N,0.549,jor-da-ni-ar,4
jori,G,3.84,jo-ri,2
joritasun,N,1.097,jo-ri-ta-sun,4
jornada,G,0.549,jor-na-da,3
jornal,N,2.469,jor-nal,2
jorra,N,0.549,jo-rra,2
jorrai,N,1.372,jo-rrai,2
antropologia,N,13.716,an-tro-po-lo-gi-a,6
jorratu,V,12.893,jo-rra-tu,3
josi,V,17.556,jo-si,2
joskera,N,10.15,jos-ke-ra,3
josketa,N,1.92,jos-ke-ta,3
joskura,G,0.823,jos-ku-ra,3
jostagarri,G,0.549,jos-ta-ga-rri,4
jostailu,N,16.733,jos-tai-lu,3
jostaketa,N,1.92,jos-ta-ke-ta,4
jostakin,G,0.549,jos-ta-kin,3
antropologiko,G,1.097,an-tro-po-lo-gi-ko,6
jostalari,N,1.097,jos-ta-la-ri,4
jostaleku,N,0.549,jos-ta-le-ku,4
jostari,N,3.017,jos-ta-ri,3
jostatu,N,2.469,jos-ta-tu,3
josteta,N,3.292,jos-te-ta,3
jostorratz,N,2.195,jos-to-rratz,3
jostun,N,5.761,jos-tun,2
jostundegi,N,0.823,jos-tun-de-gi,4
jostuntxo,N,1.097,jos-tun-txo,3
antropologo,N,3.292,an-tro-po-lo-go,5
jota,N,77.357,jo-ta,2
jotzaile,N,0.549,jo-tzai-le,3
jotze,N,2.469,jo-tze,2
joule,N,2.743,jou-le,2
jubenil,G,2.743,ju-be-nil,3
jubilatu,N,6.309,ju-bi-la-tu,4
jubilazio,N,2.195,ju-bi-la-zi-o,5
judaskeria,N,0.549,ju-das-ke-ri-a,5
judegu,N,0.823,ju-de-gu,3
antsia,N,5.212,an-tsi-a,3
judizial,G,2.469,ju-di-zi-al,4
judizialki,A,0.549,ju-di-zi-al-ki,5
judiziamendu,N,1.92,ju-di-zi-a-men-du,6
judizio,N,4.663,ju-di-zi-o,4
judoka,N,0.549,ju-do-ka,3
judu,N,13.167,ju-du,2
juerga,N,1.097,ju-er-ga,3
juez,N,2.195,ju-ez,2
jugada,G,1.372,ju-ga-da,3
juizio,N,1.372,ju-i-zi-o,4
antsiatsu,G,0.823,an-tsi-a-tsu,4
jujatu,V,0.823,ju-ja-tu,3
juje,N,1.646,ju-je,2
jukutria,N,1.097,ju-ku-tri-a,4
junior,N,0.823,ju-ni-or,3
junta,N,7.132,jun-ta,2
juntagai,N,0.823,jun-ta-gai,3
juntagailu,N,1.92,jun-ta-gai-lu,4
juntatu,V,1.646,jun-ta-tu,3
juntu,N,0.823,jun-tu,2
antsika,A,0.549,an-tsi-ka,3
juntura,N,1.92,jun-tu-ra,3
juraduko,G,1.097,ju-ra-du-ko,4
juramentu,N,0.823,ju-ra-men-tu,4
jurasiko,G,0.823,ju-ra-si-ko,4
juridiko,G,30.175,ju-ri-di-ko,4
juridikoki,A,2.743,ju-ri-di-ko-ki,5
jurisdikzio,N,3.566,ju-ris-dik-zi-o,5
jurisdikzional,G,1.92,ju-ris-dik-zi-o-nal,6
jurisprudentzia,N,2.469,ju-ris-pru-den-tzi-a,6
jurisprudentzial,G,0.823,ju-ris-pru-den-tzi-al,6
antxeta,N,1.372,an-txe-ta,3
jurista,N,1.646,ju-ris-ta,3
justifikabide,N,0.823,jus-ti-fi-ka-bi-de,6
justifikatu,V,6.584,jus-ti-fi-ka-tu,5
justifikazio,N,4.115,jus-ti-fi-ka-zi-o,6
justizia,N,34.838,jus-ti-zi-a,4
justu,N,20.299,jus-tu,2
justuki,A,0.549,jus-tu-ki,3
justutasun,N,0.549,jus-tu-ta-sun,4
juzgatu,V,1.646,juz-ga-tu,3
antxoa,N,7.132,an-txo-a,3
kaka,N,20.025,ka-ka,2
kaba,N,1.372,ka-ba,2
kabala,N,0.549,ka-ba-la,3
kabalgata,N,1.372,ka-bal-ga-ta,4
kabalkada,N,0.549,ka-bal-ka-da,4
kaballero,G,1.097,ka-ba-lle-ro,4
kaballo,N,1.372,ka-ba-llo,3
kabaret,N,0.549,ka-ba-ret,3
kabida,G,0.549,ka-bi-da,3
antxume,N,1.646,an-txu-me,3
kabila,N,0.823,ka-bi-la,3
kabina,N,3.84,ka-bi-na,3
kabinete,N,0.549,ka-bi-ne-te,4
kabitu,V,4.115,ka-bi-tu,3
kable,N,12.344,ka-ble,2
kabo,N,3.017,ka-bo,2
kabroi,G,2.195,ka-broi,2
kabu,N,1.097,ka-bu,2
kabuki,G,1.097,ka-bu-ki,3
antz,N,22.768,antz,1
kadentzia,N,4.389,ka-den-tzi-a,4
kadera,G,0.549,ka-de-ra,3
kadete,N,1.097,ka-de-te,3
kadira,N,0.823,ka-di-ra,3
kafe,N,22.22,ka-fe,2
kafeina,N,0.549,ka-fei-na,3
kafeontzi,N,0.549,ka-fe-on-tzi,4
kafesne,N,2.743,ka-fes-ne,3
kafetegi,N,7.407,ka-fe-te-gi,4
kafetera,N,0.823,ka-fe-te-ra,4
kafetxo,N,3.292,ka-fe-txo,3
kai,N,4.938,kai,1
kaier,N,1.372,ka-ier,2
kaiku,G,2.743,kai-ku,2
kaio,N,1.097,ka-io,2
kaiola,N,17.282,ka-io-la,3
kaitxo,N,0.549,kai-txo,2
kaixo,O,36.21,kai-xo,2
kaizu,N,0.549,kai-zu,2
antzaldaketa,N,1.372,an-tzal-da-ke-ta,5
kakahuete,N,1.097,ka-ka-hu-e-te,5
kakalardo,G,3.292,ka-ka-lar-do,4
kakalarri,N,1.372,ka-ka-la-rri,4
kakalarritu,G,0.549,ka-ka-la-rri-tu,5
kakanarru,N,1.097,ka-ka-na-rru,4
kakao,N,2.743,ka-ka-o,3
kakarraldo,N,1.372,ka-ka-rral-do,4
kakexia,G,0.549,ka-ke-xi-a,4
kaki,N,1.372,ka-ki,2
antzara,N,7.407,an-tza-ra,3
kako,N,2.469,ka-ko,2
kakotx,N,0.549,ka-kotx,2
kaktus,N,0.549,kak-tus,2
kala,N,5.761,ka-la,2
kalabaza,N,4.115,ka-la-ba-za,4
kalaka,G,1.097,ka-la-ka,3
kalakari,N,0.549,ka-la-ka-ri,4
kalamitate,N,0.823,ka-la-mi-ta-te,5
kalamu,N,1.097,ka-la-mu,3
kalapita,N,1.646,ka-la-pi-ta,4
antze,N,1.646,an-tze,2
kalatu,N,0.549,ka-la-tu,3
kalbario,N,0.823,kal-ba-ri-o,4
kalbindar,G,0.823,kal-bin-dar,3
kalbinista,G,1.097,kal-bi-nis-ta,4
kalderero,N,0.823,kal-de-re-ro,4
kale,N,114.39,ka-le,2
kaletarte,G,1.92,ka-le-tar-te,4
kalejira,N,5.212,ka-le-ji-ra,4
kalendario,G,0.823,ka-len-da-ri-o,5
kalendula,N,0.549,ka-len-du-la,4
abangoardia,N,5.212,a-ban-go-ar-di-a,6
abusatu,V,0.549,a-bu-sa-tu,4
kalentura,N,1.92,ka-len-tu-ra,4
kaleratu,V,29.901,ka-le-ra-tu,4
kalesa,N,0.823,ka-le-sa,3
kaletar,G,2.469,ka-le-tar,3
kali,N,1.372,ka-li,2
kalibratu,V,0.549,ka-li-bra-tu,4
kalibrazio,N,0.549,ka-li-bra-zi-o,5
kalibre,N,0.549,ka-li-bre,3
kalifa,N,1.92,ka-li-fa,3
antzegintza,N,0.549,an-tze-gin-tza,4
kalifikapen,N,0.823,ka-li-fi-ka-pen,5
kalifikatu,V,2.743,ka-li-fi-ka-tu,5
kalifikazio,N,5.761,ka-li-fi-ka-zi-o,6
kaligrafia,N,0.823,ka-li-gra-fi-a,5
kalimotxo,N,0.823,ka-li-mo-txo,4
kalitate,N,33.192,ka-li-ta-te,4
kaliza,N,7.681,ka-li-za,3
kalkatu,V,0.549,kal-ka-tu,3
kalko,N,1.372,kal-ko,2
kalkomania,N,0.549,kal-ko-ma-ni-a,5
kalkopirita,N,0.549,kal-ko-pi-ri-ta,5
kalkulagailu,N,2.469,kal-ku-la-gai-lu,5
kalkulaketa,N,0.823,kal-ku-la-ke-ta,5
kalkulatu,V,42.519,kal-ku-la-tu,4
kalkulu,N,17.008,kal-ku-lu,3
kalonje,N,2.195,ka-lon-je,3
kaloria,N,4.938,ka-lo-ri-a,4
kalorimetro,N,0.549,ka-lo-ri-me-tro,5
kalostra,N,0.823,ka-los-tra,3
kalte,N,67.208,kal-te,2
antzekotasun,N,4.938,an-tze-ko-ta-sun,5
kaltedun,G,0.549,kal-te-dun,3
kaltegarri,G,18.379,kal-te-ga-rri,4
kaltetu,G,3.292,kal-te-tu,3
antzeman,V,29.901,an-tze-man,3
kaltzemia,N,0.549,kal-tze-mi-a,4
kaltzio,N,8.504,kal-tzi-o,3
kaltzita,N,0.823,kal-tzi-ta,3
kamamila,N,1.372,ka-ma-mi-la,4
kamarada,N,1.92,ka-ma-ra-da,4
kamarero,G,1.92,ka-ma-re-ro,4
kameleoi,N,1.097,ka-me-le-oi,4
kamera,N,13.167,ka-me-ra,3
kaminero,N,0.549,ka-mi-ne-ro,4
kamino,N,4.663,ka-mi-no,3
kamio,N,2.195,ka-mi-o,3
kamioi,N,12.344,ka-mi-oi,3
kamioneta,N,1.92,ka-mi-o-ne-ta,5
kamiseta,N,3.566,ka-mi-se-ta,4
kamustu,V,0.823,ka-mus-tu,3
kamuts,G,1.646,ka-muts,2
kana,N,1.92,ka-na,2
kanabera,N,1.372,ka-na-be-ra,4
kanadar,N,2.195,ka-na-dar,3
kanal,N,11.796,ka-nal,2
kanalizazio,N,1.372,ka-na-li-za-zi-o,6
kanariar,G,0.549,ka-na-ri-ar,4
kanario,N,0.549,ka-na-ri-o,4
kanbiamendu,N,0.823,kan-bi-a-men-du,5
kanbiatu,V,2.743,kan-bi-a-tu,4
kanbio,N,0.549,kan-bi-o,3
kanbriar,G,0.549,kan-bri-ar,3
kandela,N,13.99,kan-de-la,3
antzeratsu,N,0.549,an-tze-ra-tsu,4
kandidatu,N,1.646,kan-di-da-tu,4
kandidatura,N,3.292,kan-di-da-tu-ra,5
kandu,G,0.549,kan-du,2
kanela,N,2.469,ka-ne-la,3
kanguru,N,1.372,kan-gu-ru,3
kanika,N,4.389,ka-ni-ka,3
kanka,G,0.549,kan-ka,2
kankailu,G,2.195,kan-kai-lu,3
antzerki,N,71.048,an-tzer-ki,3
kankarro,N,0.823,kan-ka-rro,3
kanoa,N,1.372,ka-no-a,3
kanoi,N,3.292,ka-noi,2
kanoikada,N,0.549,ka-noi-ka-da,4
kanon,N,3.84,ka-non,2
kanoniko,G,0.549,ka-no-ni-ko,4
kanpatu,V,0.549,kan-pa-tu,3
kanpazelai,N,0.549,kan-pa-ze-lai,4
kanpadenda,N,0.549,kan-pa-den-da,4
kanpai,N,12.893,kan-pai,2
antzerkigile,N,1.372,an-tzer-ki-gi-le,5
kanpaina,N,43.616,kan-pai-na,3
kanpaitxo,N,0.549,kan-pai-txo,3
kanpaleku,N,1.646,kan-pa-le-ku,4
kanpamentu,N,2.469,kan-pa-men-tu,4
kanpandoja,G,0.549,kan-pan-do-ja,4
kanpandorre,N,1.372,kan-pan-do-rre,4
kanpin,N,3.017,kan-pin,2
kanpo,N,204.092,kan-po,2
kanpoalde,N,0.549,kan-po-al-de,4
abusu,N,2.195,a-bu-su,3
antzerkigintza,N,0.823,an-tzer-ki-gin-tza,5
kanporaketa,N,6.309,kan-po-ra-ke-ta,5
kanporatu,V,13.442,kan-po-ra-tu,4
kanposantu,N,1.92,kan-po-san-tu,4
kanpotar,G,8.778,kan-po-tar,3
kanpotiko,G,3.84,kan-po-ti-ko,4
kanta,N,82.295,kan-ta,2
kantabriar,G,1.646,kan-ta-bri-ar,4
kantagai,N,0.549,kan-ta-gai,3
antzerkilari,N,1.646,an-tzer-ki-la-ri,5
kantagintza,N,2.469,kan-ta-gin-tza,4
kantaldi,N,4.115,kan-tal-di,3
kantari,N,48.554,kan-ta-ri,3
kantatu,V,41.696,kan-ta-tu,3
kantauriar,G,1.92,kan-tau-ri-ar,4
kantautore,N,0.549,kan-tau-to-re,4
kantera,N,0.549,kan-te-ra,3
kantika,N,3.292,kan-ti-ka,3
antzerkilaritza,G,0.549,an-tzer-ki-la-ri-tza,6
kantinplora,N,1.372,kan-tin-plo-ra,4
kantitate,N,30.175,kan-ti-ta-te,4
kantoi,N,3.292,kan-toi,2
kantonamendu,N,0.823,kan-to-na-men-du,5
kantore,N,2.195,kan-to-re,3
kantu,N,49.103,kan-tu,2
kantuka,A,0.823,kan-tu-ka,3
antzerkitxo,N,0.823,an-tzer-ki-txo,4
kantutegi,N,3.566,kan-tu-te-gi,4
kantxa,N,1.646,kan-txa,2
kantzer,N,2.469,kan-tzer,2
kanuto,N,0.549,ka-nu-to,3
kaoba,N,0.549,ka-o-ba,3
kaos,N,1.372,ka-os,2
kapa,N,11.247,ka-pa,2
kapable,G,0.549,ka-pa-ble,3
kaparetasun,N,0.549,ka-pa-re-ta-sun,5
antzerti,N,3.84,an-tzer-ti,3
kapaz,G,10.15,ka-paz,2
kapazitate,N,3.566,ka-pa-zi-ta-te,5
kapela,N,18.105,ka-pe-la,3
kapelu,N,2.195,ka-pe-lu,3
kapera,N,4.938,ka-pe-ra,3
kapibara,G,0.549,ka-pi-ba-ra,4
kapikua,N,0.823,ka-pi-ku-a,4
kapilar,G,2.469,ka-pi-lar,3
kapitain,N,11.796,ka-pi-tain,3
kapital,G,33.467,ka-pi-tal,3
antzezkizun,N,0.823,an-tzez-ki-zun,4
kapitalismo,N,2.195,ka-pi-ta-lis-mo,5
kapitalista,G,12.893,ka-pi-ta-lis-ta,5
kapitatu,N,0.549,ka-pi-ta-tu,4
kapitulu,N,40.873,ka-pi-tu-lu,4
kapituluka,A,1.097,ka-pi-tu-lu-ka,5
kapoi,N,1.92,ka-poi,2
kaprikornio,G,0.549,ka-pri-kor-ni-o,5
kapritxo,N,1.646,ka-pri-txo,3
kapritxoso,G,0.549,ka-pri-txo-so,4
kapsula,N,5.761,kap-su-la,3
kaptazio,G,0.549,kap-ta-zi-o,4
kapulu,N,0.549,ka-pu-lu,3
kapusai,N,0.549,ka-pu-sai,3
kaputxino,N,2.743,ka-pu-txi-no,4
kar,N,4.663,kar,1
kara,N,1.097,ka-ra,2
karabana,N,5.761,ka-ra-ba-na,4
karabela,N,1.646,ka-ra-be-la,4
antzezlan,N,2.195,an-tzez-lan,3
karaktere,N,20.025,ka-rak-te-re,4
karakteristika,N,4.663,ka-rak-te-ris-ti-ka,6
karakterizatu,V,0.549,ka-rak-te-ri-za-tu,6
karakterizazio,N,1.646,ka-rak-te-ri-za-zi-o,7
karamelu,N,3.017,ka-ra-me-lu,4
karate,N,0.549,ka-ra-te,3
karbohidrato,N,2.195,kar-bo-hi-dra-to,5
karbonato,N,0.549,kar-bo-na-to,4
karboniko,G,1.646,kar-bo-ni-ko,4
karbonilo,N,0.549,kar-bo-ni-lo,4
antzezlari,N,2.469,an-tzez-la-ri,4
karbono,N,31.272,kar-bo-no,3
karboxiliko,G,0.549,kar-bo-xi-li-ko,5
karboxilo,N,1.097,kar-bo-xi-lo,4
karburo,N,0.549,kar-bu-ro,3
kardinal,G,1.92,kar-di-nal,3
kardiopatia,N,1.92,kar-di-o-pa-ti-a,6
kardu,N,1.097,kar-du,2
kare,N,7.681,ka-re,2
karedun,G,0.549,ka-re-dun,3
kareharri,N,4.389,ka-re-ha-rri,4
antzezle,N,4.663,an-tzez-le,3
karekizko,N,1.372,ka-re-kiz-ko,4
karel,N,1.372,ka-rel,2
kareta,N,0.549,ka-re-ta,3
karetsu,G,0.549,ka-re-tsu,3
karetu,V,0.823,ka-re-tu,3
karga,N,79.826,kar-ga,2
kargatu,V,10.698,kar-ga-tu,3
abuztu,N,2.743,a-buz-tu,3
antzezpen,N,2.743,an-tzez-pen,3
kargu,N,37.033,kar-gu,2
kargudun,G,3.017,kar-gu-dun,3
kari,N,1.097,ka-ri,2
karikatura,N,1.92,ka-ri-ka-tu-ra,5
karikaturista,G,0.549,ka-ri-ka-tu-ris-ta,6
kario,N,1.646,ka-ri-o,3
karisma,N,2.743,ka-ris-ma,3
karismatiko,G,0.823,ka-ris-ma-ti-ko,5
antzezte,N,0.823,an-tzez-te,3
karistiar,G,0.549,ka-ris-ti-ar,4
karitate,N,1.097,ka-ri-ta-te,4
kariziatu,V,0.549,ka-ri-zi-a-tu,5
karkaba,N,0.549,kar-ka-ba,3
karkailaka,A,0.549,kar-kai-la-ka,4
karkara,N,0.549,kar-ka-ra,3
karlatar,G,0.549,kar-la-tar,3
karlismo,N,1.372,kar-lis-mo,3
karlista,G,10.15,kar-lis-ta,3
antzeztu,V,15.087,an-tzez-tu,3
karlistada,N,6.309,kar-lis-ta-da,4
karma,G,0.823,kar-ma,2
karmeldar,N,5.486,kar-mel-dar,3
karnaba,N,2.195,kar-na-ba,3
karnabal,G,3.017,kar-na-bal,3
karnata,N,0.549,kar-na-ta,3
karnet,G,0.823,kar-net,2
karobi,N,3.017,ka-ro-bi,3
karpa,N,1.372,kar-pa,2
karpelo,N,1.097,kar-pe-lo,3
antzina,A,19.476,an-tzi-na,3
karpeta,N,9.327,kar-pe-ta,3
karpoforo,G,1.097,kar-po-fo-ro,4
karraderan,G,0.823,ka-rra-de-ran,4
karraka,N,2.743,ka-rra-ka,3
karramarro,N,3.017,ka-rra-ma-rro,4
karranka,N,0.549,ka-rran-ka,3
karraska,N,2.469,ka-rras-ka,3
antzinadanik,N,1.097,an-tzi-na-da-nik,5
karraskari,G,1.097,ka-rras-ka-ri,4
