lemma,ehme_n,ehme_freq,ehme_log,pos,nwords,lemmalength
afruntu,23,1.01,0.3,ize,5,7
afrus,14,0.62,0.21,ize,3,5
afruskeria,4,0.18,0.07,ize,2,10
aftoso,5,0.22,0.09,adj,3,6
afusilatu,3,0.13,0.05,adi,2,9
agabe,9,0.4,0.15,ize,4,5
agaka,1,0.04,0.02,ize,1,5
agape,1,0.04,0.02,ize,1,5
agaramondar,2,0.09,0.04,adj,2,11
agaramontar,2,0.09,0.04,adj,2,11
agarrau,3,0.13,0.05,adi,2,7
agata,44,1.94,0.47,ize,3,5
agenda,499,21.96,1.36,ize,19,6
agente,723,31.82,1.52,ize,23,6
agentzia,2317,101.98,2.01,ize,33,8
agenzia,3,0.13,0.05,ize,2,7
agerbide,7,0.31,0.12,ize,6,8
agergarri,16,0.7,0.23,ize,3,9
ageri,5260,231.52,2.37,adj,34,5
ageriagotu,2,0.09,0.04,adi,2,10
agerian,2801,123.29,2.09,adb,3,7
agerigabe,1,0.04,0.02,adj,1,9
ageriko,966,42.52,1.64,adj,30,7
agerikotasun,23,1.01,0.3,ize,6,12
agerinde,6,0.26,0.1,ize,3,8
ageriratu,24,1.06,0.31,adi,3,9
ageriro,2,0.09,0.04,adb,1,7
agerka,1,0.04,0.02,adb,1,6
agerkari,176,7.75,0.94,ize,20,8
agerkera,1,0.04,0.02,ize,1,8
agerketa,12,0.53,0.18,ize,3,8
agerkizun,2,0.09,0.04,ize,1,9
agerkunde,46,2.02,0.48,ize,10,9
agerleku,4,0.18,0.07,ize,2,8
agerostenka,1,0.04,0.02,ize,1,11
agerpen,1418,62.41,1.8,ize,32,7
agerpide,14,0.62,0.21,ize,4,8
agerraldi,1953,85.96,1.94,ize,28,9
agerrera,9,0.4,0.15,ize,4,8
agerrian,8,0.35,0.13,adb,1,8
agerrinde,7,0.31,0.12,ize,3,9
agertaldi,3,0.13,0.05,ize,1,9
agertezin,4,0.18,0.07,adj,3,9
agertoki,532,23.42,1.39,ize,21,8
agertu,20063,883.08,2.95,adi,52,6
agertzaile,2,0.09,0.04,ize,1,10
agertze,1663,73.2,1.87,adi,22,7
agian,6949,305.86,2.49,adb,1,5
agiantza,240,10.56,1.06,ize,7,8
agiantzatu,2,0.09,0.04,adi,1,10
agidanean,17,0.75,0.24,adb,1,9
agidanetik,1,0.04,0.02,adb,1,10
agidanez,22,0.97,0.29,adb,1,8
agilando,2,0.09,0.04,ize,2,8
agilofingo,2,0.09,0.04,ize,2,10
aginagatar,1,0.04,0.02,adj,1,10
agindu,11205,493.19,2.69,adi,78,6
agindupe,14,0.62,0.21,ize,4,8
agindupean,162,7.13,0.91,adb,1,10
agindupeko,74,3.26,0.63,adj,4,10
aginduzale,6,0.26,0.1,adj,2,10
aginean,13,0.57,0.2,adb,1,7
aginik,3,0.13,0.05,adb,1,6
aginkoi,2,0.09,0.04,adj,2,7
aginpe,2,0.09,0.04,ize,2,6
aginpeko,1,0.04,0.02,ize,1,8
aginpide,249,10.96,1.08,ize,17,8
aginpidetza,4,0.18,0.07,ize,1,11
agintalde,3,0.13,0.05,ize,3,9
agintaldi,456,20.07,1.32,ize,17,9
agintarazi,6,0.26,0.1,adi,3,10
agintari,4986,219.46,2.34,ize,42,8
agintariorde,3,0.13,0.05,ize,2,12
agintaritza,215,9.46,1.02,ize,14,11
agintaritzape,7,0.31,0.12,ize,2,13
aginte,2214,97.45,1.99,ize,28,6
agintealdi,7,0.31,0.12,ize,6,10
agintedun,19,0.84,0.26,ize,5,9
agintegune,11,0.48,0.17,ize,6,10
agintekera,2,0.09,0.04,ize,2,10
agintekeria,38,1.67,0.43,ize,9,11
agintepe,75,3.3,0.63,ize,7,8
agintera,74,3.26,0.63,ize,4,8
agintezale,2,0.09,0.04,adj,1,10
agintza,1742,76.67,1.89,ize,8,7
agintzaile,19,0.84,0.26,adj,5,10
agintzari,100,4.4,0.73,ize,12,9
agira,1,0.04,0.02,bes,1,5
agiraka,59,2.6,0.56,ize,2,7
agirakari,2,0.09,0.04,adj,2,9
agiri,3738,164.53,2.22,ize,39,5
agirika,9,0.4,0.15,bes,1,7
agiritegi,40,1.76,0.44,ize,7,9
agirretar,74,3.26,0.63,adj,10,9
agirretartasun,3,0.13,0.05,ize,2,14
agirretartu,2,0.09,0.04,adi,2,11
agitato,1,0.04,0.02,adb,1,7
agitazio,3,0.13,0.05,ize,2,8
agitu,99,4.36,0.73,adi,9,5
aglomeratu,3,0.13,0.05,adi,2,10
aglomerazio,4,0.18,0.07,ize,3,11
aglutinante,2,0.09,0.04,adj,2,11
aglutinatu,1,0.04,0.02,adi,1,10
aglutinazio,34,1.5,0.4,ize,9,11
agnanorisi,2,0.09,0.04,ize,2,10
agnatu,5,0.22,0.09,adj,2,6
agnosia,4,0.18,0.07,ize,1,7
agnosiko,3,0.13,0.05,adj,1,8
agnostiko,32,1.41,0.38,ize,7,9
agnostizismo,14,0.62,0.21,ize,4,12
agoantatu,44,1.94,0.47,adi,9,9
agoazil,5,0.22,0.09,ize,4,7
agobiatu,4,0.18,0.07,adi,4,8
agoiztar,6,0.26,0.1,adj,3,8
agondu,85,3.74,0.68,adi,8,6
agonia,107,4.71,0.76,ize,15,6
agoniako,3,0.13,0.05,ize,1,8
agoniko,10,0.44,0.16,adj,5,7
agor,125,5.5,0.81,adj,14,4
agora,32,1.41,0.38,ize,8,5
agorafobia,1,0.04,0.02,ize,1,10
agorpen,5,0.22,0.09,ize,2,7
agorraldi,5,0.22,0.09,ize,3,9
agorrezin,9,0.4,0.15,adj,6,9
agorril,932,41.02,1.62,ize,19,7
agortasun,3,0.13,0.05,ize,3,9
agorte,3,0.13,0.05,ize,2,6
agortezin,53,2.33,0.52,adj,9,9
agortu,909,40.01,1.61,adi,45,6
agortzaile,2,0.09,0.04,adj,2,10
agot,108,4.75,0.76,ize,11,4
agote,209,9.2,1.01,ize,12,5
agotz,2,0.09,0.04,ize,1,5
agradatu,18,0.79,0.25,adi,5,8
agrados,10,0.44,0.16,adj,6,7
agrafia,8,0.35,0.13,ize,4,7
agrafo,8,0.35,0.13,adj,4,6
agramondar,25,1.1,0.32,adj,6,10
agregatu,27,1.19,0.34,ize,5,8
agregazio,8,0.35,0.13,ize,3,9
agresibitate,17,0.75,0.24,ize,8,12
agresibo,17,0.75,0.24,adj,7,8
agresio,7,0.31,0.12,ize,4,7
agrikola,3,0.13,0.05,adj,2,8
agroekologia,4,0.18,0.07,ize,3,12
agronomia,1,0.04,0.02,ize,1,9
agronomo,5,0.22,0.09,adj,3,8
aguakate,7,0.31,0.12,ize,4,8
aguantatu,41,1.8,0.45,adi,4,9
aguardient,10,0.44,0.16,ize,3,10
aguardiente,9,0.4,0.15,ize,4,11
aguazil,16,0.7,0.23,ize,4,7
agudezia,2,0.09,0.04,ize,2,8
agudo,517,22.76,1.38,adj,13,5
agudotu,1,0.04,0.02,adi,1,7
agun,2,0.09,0.04,adj,2,4
agur,3387,149.08,2.18,ize,29,4
aguraindar,3,0.13,0.05,adj,2,10
agure,1863,82,1.92,ize,31,5
aguretu,32,1.41,0.38,adi,8,7
aguretzar,2,0.09,0.04,ize,1,9
agurgarri,307,13.51,1.16,adj,21,9
agurketa,1,0.04,0.02,ize,1,8
agurmaria,13,0.57,0.2,ize,2,9
aguro,29,1.28,0.36,adb,2,5
agurtu,1511,66.51,1.83,adi,23,6
agurtza,228,10.04,1.04,adi,2,7
agurtzaile,1,0.04,0.02,ize,1,10
agusagailu,18,0.79,0.25,ize,5,10
agusailu,2,0.09,0.04,ize,1,8
agusatu,7,0.31,0.12,adi,3,7
agustindar,7,0.31,0.12,adj,4,10
agustinismo,2,0.09,0.04,ize,2,11
agustino,1,0.04,0.02,ize,1,8
ahabia,13,0.57,0.2,ize,4,6
ahago,1,0.04,0.02,ize,1,5
ahaide,875,38.51,1.6,ize,37,6
ahaidego,17,0.75,0.24,ize,6,8
ahaidekotasun,4,0.18,0.07,ize,3,13
ahaideria,1,0.04,0.02,ize,1,9
ahaidetasun,63,2.77,0.58,ize,8,11
ahaidetu,19,0.84,0.26,adi,9,8
ahaika,1,0.04,0.02,ize,1,6
ahaire,30,1.32,0.37,ize,9,6
ahakar,29,1.28,0.36,ize,9,6
ahakartu,8,0.35,0.13,adi,2,8
ahakoka,1,0.04,0.02,adb,1,7
ahal,23090,1016.31,3.01,ize,19,4
ahala,2853,125.58,2.1,bes,1,5
ahalako,100,4.4,0.73,adj,6,7
ahalamen,2,0.09,0.04,ize,2,8
ahalara,23,1.01,0.3,adb,2,7
ahalatara,1,0.04,0.02,adb,1,9
ahalaz,190,8.36,0.97,ize,1,6
ahalbailehen,3,0.13,0.05,adb,1,12
ahalbait,50,2.2,0.51,adb,1,8
ahalbaitean,1,0.04,0.02,adb,1,11
ahalbaitlehen,1,0.04,0.02,adb,1,13
ahalbide,158,6.95,0.9,ize,12,8
ahalbideratu,62,2.73,0.57,adi,6,12
ahalbidetu,874,38.47,1.6,adi,19,10
ahaldun,328,14.44,1.19,adj,11,7
ahalean,100,4.4,0.73,bes,1,7
ahalegin,4975,218.98,2.34,ize,34,8
ahalegindu,2118,93.22,1.97,adi,26,10
ahalera,2,0.09,0.04,ize,2,7
ahalezintasun,11,0.48,0.17,ize,6,13
ahalezko,111,4.89,0.77,adj,5,8
ahalgabe,5,0.22,0.09,adj,3,8
ahalgabetasun,2,0.09,0.04,ize,1,13
ahalgabetu,4,0.18,0.07,adi,2,10
ahalgarri,543,23.9,1.4,adj,23,9
ahalgarritasun,365,16.07,1.23,ize,14,14
ahalge,76,3.35,0.64,ize,9,6
ahalgegabe,3,0.13,0.05,adj,1,10
ahalgegarri,18,0.79,0.25,adj,3,11
ahalgetu,21,0.92,0.28,adi,9,8
ahalgingarri,9,0.4,0.15,adj,3,12
ahalgo,12,0.53,0.18,ize,5,6
ahalguzti,1,0.04,0.02,ize,1,9
ahalguztidun,636,27.99,1.46,adj,17,12
ahalguztiduntasun,15,0.66,0.22,ize,6,17
ahalguztitasun,2,0.09,0.04,ize,2,14
ahalik,2317,101.98,2.01,bes,1,6
ahaliketa,2,0.09,0.04,adb,1,9
ahalke,319,14.04,1.18,ize,14,6
ahalkegabe,7,0.31,0.12,adj,5,10
ahalkegabekeria,1,0.04,0.02,ize,1,15
ahalkegabeki,3,0.13,0.05,adb,1,12
ahalkegabetasun,1,0.04,0.02,ize,1,15
ahalkegarri,37,1.63,0.42,adj,4,11
ahalkeizun,1,0.04,0.02,adj,1,10
ahalkemangarri,5,0.22,0.09,adj,2,14
ahalkeria,5,0.22,0.09,ize,5,9
ahalketi,23,1.01,0.3,adj,6,8
ahalketsu,1,0.04,0.02,adj,1,9
ahalketu,66,2.91,0.59,adi,14,8
ahalkor,3,0.13,0.05,adj,2,7
ahalmen,3424,150.71,2.18,ize,41,7
ahalorde,7,0.31,0.12,adj,5,8
ahaltasun,17,0.75,0.24,ize,7,9
ahaltsu,557,24.52,1.41,adj,47,7
ahamen,39,1.72,0.43,ize,8,6
ahantxu,4,0.18,0.07,adb,1,7
ahantzezin,19,0.84,0.26,adj,5,10
ahantzi,2710,119.28,2.08,adi,59,7
ahanzgarri,6,0.26,0.1,ize,1,10
ahanzkor,30,1.32,0.37,adj,6,8
ahanzmen,7,0.31,0.12,ize,4,8
ahanzte,39,1.72,0.43,adi,6,7
ahanztezin,16,0.7,0.23,adj,4,10
ahanztola,2,0.09,0.04,ize,2,9
ahanztura,199,8.76,0.99,ize,17,9
ahapaldi,107,4.71,0.76,ize,14,8
ahapean,19,0.84,0.26,adb,3,7
ahapeka,323,14.22,1.18,adb,1,7
ahapekatu,4,0.18,0.07,adi,2,9
ahapeko,2,0.09,0.04,adj,1,7
ahapetik,95,4.18,0.71,adb,1,8
ahapez,6,0.26,0.1,adb,1,6
aharantza,1,0.04,0.02,ize,1,9
ahardi,27,1.19,0.34,adj,6,6
ahari,285,12.54,1.13,ize,20,5
ahariki,3,0.13,0.05,ize,1,7
ahariko,8,0.35,0.13,ize,4,7
aharra,25,1.1,0.32,ize,5,6
aharrabide,2,0.09,0.04,ize,2,10
aharratu,7,0.31,0.12,adi,3,8
aharrausi,83,3.65,0.67,ize,8,9
aharrausika,61,2.68,0.57,adb,1,11
aharrosi,1,0.04,0.02,ize,1,8
ahatara,2,0.09,0.04,ize,2,7
ahate,268,11.8,1.11,ize,18,5
ahateki,18,0.79,0.25,ize,4,7
ahatekume,5,0.22,0.09,ize,2,9
ahatto,5,0.22,0.09,ize,3,6
ahatxe,6,0.26,0.1,ize,4,6
ahausi,4,0.18,0.07,ize,3,6
ahausika,1,0.04,0.02,ize,1,8
ahazkor,7,0.31,0.12,adj,3,7
ahazmen,22,0.97,0.29,ize,6,7
ahaztezin,87,3.83,0.68,adj,8,9
ahaztu,5819,256.12,2.41,adi,76,6
ahaztura,37,1.63,0.42,ize,10,8
aheria,4,0.18,0.07,ize,1,6
aheztar,15,0.66,0.22,adj,5,7
ahi,60,2.64,0.56,ize,9,3
ahidura,6,0.26,0.1,ize,5,7
ahigarri,1,0.04,0.02,adj,1,8
ahikor,1,0.04,0.02,adj,1,6
ahindu,2,0.09,0.04,adi,2,6
ahistoriko,2,0.09,0.04,adj,1,10
ahitezin,3,0.13,0.05,adj,3,8
ahitu,459,20.2,1.33,adi,31,5
ahitzaile,1,0.04,0.02,adj,1,9
ahizpa,1400,61.62,1.8,ize,41,6
ahizpatzako,1,0.04,0.02,ize,1,11
ahizta,1,0.04,0.02,ize,1,6
aho,5896,259.51,2.42,ize,35,3
ahoalde,2,0.09,0.04,ize,2,7
ahobateko,4,0.18,0.07,adj,2,9
ahobatez,23,1.01,0.3,adb,1,8
ahobatezko,1,0.04,0.02,adj,1,10
ahobero,55,2.42,0.53,adj,7,7
ahoberokeria,26,1.14,0.33,ize,9,12
ahobete,3,0.13,0.05,ize,3,7
ahobitsetan,1,0.04,0.02,adb,1,11
ahobizar,4,0.18,0.07,ize,3,8
ahogorri,2,0.09,0.04,ize,2,8
ahogozagarri,13,0.57,0.2,adj,8,12
ahogozatu,32,1.41,0.38,adi,13,9
ahogozo,38,1.67,0.43,ize,9,7
ahohandi,4,0.18,0.07,adj,2,8
ahohitar,4,0.18,0.07,adj,2,8
ahoka,1,0.04,0.02,ize,1,5
ahokada,36,1.58,0.41,ize,3,7
ahokadura,8,0.35,0.13,ize,3,9
ahokari,23,1.01,0.3,adj,7,7
ahokatu,10,0.44,0.16,adi,4,7
ahoko,172,7.57,0.93,adj,10,5
aholatz,1,0.04,0.02,ize,1,7
aholkatu,568,25,1.41,adi,18,8
aholku,1592,70.07,1.85,ize,31,6
aholkuemaile,2,0.09,0.04,ize,1,12
aholkulari,565,24.87,1.41,ize,20,10
aholkularitza,156,6.87,0.9,ize,10,13
ahomentatu,3,0.13,0.05,adi,1,10
ahomihi,3,0.13,0.05,ize,2,7
ahopaldi,3,0.13,0.05,ize,1,8
ahopean,196,8.63,0.98,adb,2,7
ahopeka,183,8.05,0.96,adb,3,7
ahopeko,18,0.79,0.25,adj,3,7
ahopetik,75,3.3,0.63,adb,1,8
ahopez,4,0.18,0.07,adb,1,6
ahor,15,0.66,0.22,adb,1,4
ahora,375,16.51,1.24,ize,1,5
ahorako,14,0.62,0.21,adj,2,7
ahoratu,134,5.9,0.84,adi,13,7
ahosabai,54,2.38,0.53,ize,7,8
ahoskabe,91,4.01,0.7,adj,11,8
ahoskabetasun,12,0.53,0.18,ize,6,13
ahoskabetu,7,0.31,0.12,adi,3,10
ahoskabetze,28,1.23,0.35,ize,6,11
ahoskagarri,3,0.13,0.05,adj,2,11
ahoskatu,762,33.54,1.54,adi,31,8
ahoskera,293,12.9,1.14,ize,17,8
ahoskorda,56,2.46,0.54,ize,5,9
ahoskune,39,1.72,0.43,ize,8,8
ahoskuntza,4,0.18,0.07,ize,4,10
ahosoinu,6,0.26,0.1,ize,3,8
ahostundu,7,0.31,0.12,adi,3,9
ahostuntasun,8,0.35,0.13,ize,4,12
ahotan,582,25.62,1.43,ize,1,6
ahotara,5,0.22,0.09,ize,1,7
ahots,7544,332.05,2.52,ize,52,5
ahotsbide,2,0.09,0.04,ize,2,9
ahotz,21,0.92,0.28,ize,5,5
ahotzar,7,0.31,0.12,ize,3,7
ahouhal,2,0.09,0.04,ize,2,7
ahoxuri,2,0.09,0.04,adj,2,7
ahoz,479,21.08,1.34,ize,1,4
ahozabal,58,2.55,0.55,adj,10,8
ahozapi,4,0.18,0.07,ize,2,7
ahozeru,2,0.09,0.04,ize,2,7
ahozgora,3,0.13,0.05,adb,1,8
ahozgoratu,1,0.04,0.02,adi,1,10
ahozikin,4,0.18,0.07,adj,3,8
ahozkatu,25,1.1,0.32,adi,7,8
ahozkera,2,0.09,0.04,ize,1,8
ahozko,594,26.15,1.43,adj,12,6
ahozkotasun,157,6.91,0.9,ize,11,11
ahozpetu,3,0.13,0.05,adi,2,8
ahozpez,69,3.04,0.61,adb,1,7
ahozpeztu,192,8.45,0.98,adi,10,9
ahozulo,5,0.22,0.09,ize,3,7
ahozuri,3,0.13,0.05,adj,3,7
ahuen,2,0.09,0.04,ize,2,5
ahuku,7,0.31,0.12,ize,5,5
ahul,2095,92.21,1.97,adj,84,4
ahulagotu,3,0.13,0.05,adi,1,9
ahulaldi,27,1.19,0.34,ize,7,8
ahuldade,138,6.07,0.85,ize,20,8
ahuldu,928,40.85,1.62,adi,39,6
ahuldura,5,0.22,0.09,adi,2,8
ahuleria,37,1.63,0.42,ize,10,8
ahulezia,429,18.88,1.3,ize,25,8
ahulgarri,4,0.18,0.07,adj,4,9
ahulgune,25,1.1,0.32,ize,5,8
ahulkeria,36,1.58,0.41,ize,8,9
ahulketa,2,0.09,0.04,ize,2,8
ahultasun,221,9.73,1.03,ize,14,9
ahultxago,2,0.09,0.04,adj,2,9
ahultzaile,3,0.13,0.05,ize,1,10
ahulune,40,1.76,0.44,ize,7,7
ahuntz,413,18.18,1.28,ize,19,6
ahuntzadar,1,0.04,0.02,ize,1,10
ahuntzain,20,0.88,0.27,ize,7,9
ahur,366,16.11,1.23,adj,21,4
ahurka,2,0.09,0.04,adb,1,6
ahurkada,2,0.09,0.04,ize,1,8
ahurtara,13,0.57,0.2,ize,2,8
ahurtasun,1,0.04,0.02,ize,1,9
ahurtiar,5,0.22,0.09,adj,5,8
ahusagailu,9,0.4,0.15,ize,2,10
ahusamendu,6,0.26,0.1,ize,2,10
ahusatu,10,0.44,0.16,adi,5,7
ahuspez,121,5.33,0.8,adb,2,7
ahuspeztu,106,4.67,0.75,adi,9,9
ahutz,9,0.4,0.15,ize,2,5
ahutzeta,8,0.35,0.13,ize,2,8
ai,1590,69.98,1.85,ize,3,2
aiar,20,0.88,0.27,adj,6,4
aiatar,1,0.04,0.02,adj,1,6
aiatola,129,5.68,0.82,ize,5,7
aiatolah,1,0.04,0.02,ize,1,8
aiba,13,0.57,0.2,bes,1,4
aibadios,4,0.18,0.07,bes,1,8
aibala,9,0.4,0.15,bes,1,6
aida,33,1.45,0.39,ize,3,4
aidanean,3,0.13,0.05,adb,1,8
aidanez,19,0.84,0.26,adb,1,7
aide,68,2.99,0.6,ize,9,4
aiduru,153,6.73,0.89,adb,1,6
aiegiar,1,0.04,0.02,adj,1,7
aiei,7,0.31,0.12,bes,1,4
aieika,1,0.04,0.02,adb,1,6
aieka,12,0.53,0.18,adb,6,5
aienatu,246,10.83,1.07,adi,24,7
aienatzaile,1,0.04,0.02,adj,1,11
aiene,155,6.82,0.89,ize,15,5
aieneka,89,3.92,0.69,adb,1,7
aieneko,1,0.04,0.02,ize,1,7
aieru,238,10.48,1.06,ize,23,5
aierukor,1,0.04,0.02,adj,1,8
aihari,24,1.06,0.31,ize,2,6
aihen,78,3.43,0.65,ize,12,5
aihendegi,2,0.09,0.04,ize,2,9
aihendu,1,0.04,0.02,adi,1,7
aiher,440,19.37,1.31,ize,5,5
aiherga,12,0.53,0.18,adj,3,7
aihergo,5,0.22,0.09,ize,4,7
aiherkor,2,0.09,0.04,ize,2,8
aiherkunde,45,1.98,0.47,ize,7,10
aihertar,195,8.58,0.98,adj,10,8
aihertsu,1,0.04,0.02,adj,1,8
aihertu,25,1.1,0.32,adi,12,7
aihotz,52,2.29,0.52,ize,9,6
ailanto,3,0.13,0.05,ize,3,7
ailedi,6,0.26,0.1,bes,1,6
ailegaera,30,1.32,0.37,ize,8,9
ailegatu,1532,67.43,1.84,adi,31,8
aileroi,2,0.09,0.04,ize,1,7
aileza,5,0.22,0.09,bes,1,6
ailis,1,0.04,0.02,adj,1,5
ailitz,2,0.09,0.04,bes,1,6
ailorbe,1,0.04,0.02,ize,1,7
ailu,2,0.09,0.04,bes,1,4
aimara,20,0.88,0.27,adj,8,6
aimaritako,3,0.13,0.05,adj,2,10
aimazio,2,0.09,0.04,ize,2,7
ainara,630,27.73,1.46,ize,5,6
ainarra,1,0.04,0.02,ize,1,7
aineza,5,0.22,0.09,bes,1,6
aingeru,1548,68.14,1.84,ize,46,7
aingerukeria,4,0.18,0.07,ize,3,12
aingerutar,9,0.4,0.15,adj,4,10
aingerutiar,2,0.09,0.04,adj,2,11
aingerutu,4,0.18,0.07,adi,4,9
aingeruzko,13,0.57,0.2,adj,5,10
aingira,103,4.53,0.74,ize,10,7
aingura,120,5.28,0.8,ize,11,7
ainguraketa,1,0.04,0.02,ize,1,11
ainguratoki,2,0.09,0.04,ize,2,11
ainguratu,67,2.95,0.6,adi,11,9
ainhiztar,1,0.04,0.02,adj,1,9
ainhoar,9,0.4,0.15,adj,3,7
ainitz,3544,155.99,2.2,adb,21,6
ainiztasun,5,0.22,0.09,ize,4,10
aintza,599,26.37,1.44,ize,21,6
aintzagarri,15,0.66,0.22,adj,9,11
aintzagarriro,1,0.04,0.02,adb,1,13
aintzakotzat,279,12.28,1.12,bes,1,12
aintzat,2606,114.7,2.06,bes,1,7
aintzatespen,3,0.13,0.05,ize,2,12
aintzatetsi,15,0.66,0.22,adi,5,11
aintzatsu,73,3.21,0.62,adj,13,9
aintzatu,16,0.7,0.23,adi,7,8
aintzildar,2,0.09,0.04,adj,2,10
aintzin,3463,152.42,2.19,ize,34,7
aintzinagotu,2,0.09,0.04,adi,2,12
aintzinako,24,1.06,0.31,adj,3,10
aintzinakor,2,0.09,0.04,adj,2,11
aintzinalde,28,1.23,0.35,ize,4,11
aintzinamendu,94,4.14,0.71,ize,10,13
aintzinarazi,20,0.88,0.27,adi,5,12
aintzinatasun,2,0.09,0.04,ize,1,13
aintzinate,4,0.18,0.07,ize,2,10
aintzinatu,79,3.48,0.65,adi,18,10
aintzindari,136,5.99,0.84,ize,10,11
aintzindu,76,3.35,0.64,adi,8,9
aintzinkondu,5,0.22,0.09,ize,3,12
aintzinlari,6,0.26,0.1,ize,4,11
aintzinsolas,2,0.09,0.04,ize,1,12
aintzintto,24,1.06,0.31,adb,2,10
aintzira,642,28.26,1.47,ize,34,8
ainube,6,0.26,0.1,adj,1,6
ainuri,1,0.04,0.02,ize,1,6
ainzinttoan,1,0.04,0.02,adb,1,11
aio,66,2.91,0.59,ize,1,3
aiomaka,1,0.04,0.02,adb,1,7
aionako,2,0.09,0.04,adj,2,7
aiots,2,0.09,0.04,ize,2,5
aipabide,1,0.04,0.02,ize,1,8
aipaezin,6,0.26,0.1,adj,4,8
aipagai,171,7.53,0.93,ize,7,7
aipagarri,665,29.27,1.48,adj,32,9
aipaldi,77,3.39,0.64,ize,4,7
aipamen,1066,46.92,1.68,ize,24,7
aipatu,14385,633.16,2.8,adi,79,6
aipatugabe,2,0.09,0.04,ize,2,10
aipatzaile,1,0.04,0.02,ize,1,10
aipu,819,36.05,1.57,ize,32,4
airaldi,5,0.22,0.09,ize,4,7
airatu,216,9.51,1.02,adi,24,6
airbag,9,0.4,0.15,ize,3,6
aire,4383,192.92,2.29,ize,40,4
airean,1695,74.61,1.88,ize,1,6
aireatu,2,0.09,0.04,adi,1,7
aireberritu,3,0.13,0.05,adi,2,11
airebide,2,0.09,0.04,ize,2,8
aireko,463,20.38,1.33,ize,20,6
airelinea,3,0.13,0.05,ize,2,9
aireontzi,8,0.35,0.13,ize,4,9
aireplano,67,2.95,0.6,ize,12,9
aireportu,1172,51.59,1.72,ize,35,9
aireratu,266,11.71,1.1,adi,18,8
airesorgailu,3,0.13,0.05,ize,2,12
airestatu,3,0.13,0.05,adi,2,9
airetikako,2,0.09,0.04,adj,1,10
airetiko,8,0.35,0.13,adj,1,8
aireztapen,11,0.48,0.17,ize,2,10
aireztatu,32,1.41,0.38,adi,12,9
airos,211,9.29,1.01,adj,18,5
airoski,166,7.31,0.92,adb,1,7
airoso,72,3.17,0.62,adj,10,6
airostasun,28,1.23,0.35,ize,4,10
airostu,156,6.87,0.9,adi,10,7
aisa,106,4.67,0.75,adb,4,4
aisatu,5,0.22,0.09,adi,3,6
aise,2649,116.6,2.07,adb,14,4
aiseki,2,0.09,0.04,adb,2,6
aiseria,23,1.01,0.3,ize,7,7
aisetasun,20,0.88,0.27,ize,9,9
aisezi,3,0.13,0.05,ize,2,6
aisia,124,5.46,0.81,ize,12,5
aisialdi,266,11.71,1.1,ize,19,8
aisit,1,0.04,0.02,adj,1,5
aita,17208,757.41,2.88,ize,44,4
aitabitxi,25,1.1,0.32,ize,7,9
aitaginarreba,118,5.19,0.79,ize,7,13
aitagoi,2,0.09,0.04,ize,2,7
aitagure,22,0.97,0.29,ize,5,8
aitaita,29,1.28,0.36,ize,4,7
aitaizun,2,0.09,0.04,ize,2,8
aitajaun,20,0.88,0.27,ize,5,8
aitakeria,6,0.26,0.1,ize,2,9
aitakide,5,0.22,0.09,ize,1,8
aitakiro,1,0.04,0.02,adb,1,8
aitakoi,3,0.13,0.05,adj,2,7
aitaldeko,1,0.04,0.02,adj,1,9
aitalehen,9,0.4,0.15,ize,6,9
aitama,383,16.86,1.25,ize,13,6
aitamen,84,3.7,0.67,ize,3,7
aitaorde,65,2.86,0.59,ize,10,8
aitaponteko,63,2.77,0.58,ize,10,11
aitaren,3171,139.57,2.15,ize,12,7
aitarenka,6,0.26,0.1,ize,1,9
aitasaindu,14,0.62,0.21,ize,5,10
aitasantu,36,1.58,0.41,ize,7,9
aitasantutza,27,1.19,0.34,ize,4,12
aitasantuzale,2,0.09,0.04,adj,2,13
aitaso,7,0.31,0.12,ize,2,6
aitatar,1,0.04,0.02,adj,1,7
aitatasun,83,3.65,0.67,ize,11,9
aitatiar,4,0.18,0.07,adj,4,8
aitatto,5,0.22,0.09,ize,2,7
aitatu,53,2.33,0.52,adi,12,6
aitatxi,678,29.84,1.49,ize,20,7
aitatxo,178,7.83,0.95,ize,10,7
aitatzako,1,0.04,0.02,ize,1,9
aitaxi,4,0.18,0.07,ize,2,6
aitañi,4,0.18,0.07,ize,2,6
aitetama,11,0.48,0.17,ize,5,8
aitita,44,1.94,0.47,ize,8,6
aitona,1921,84.55,1.93,ize,30,6
aitondu,2,0.09,0.04,adi,2,7
aitonenseme,2,0.09,0.04,ize,2,11
aitonseme,4,0.18,0.07,ize,3,9
aitontasun,1,0.04,0.02,ize,1,10
aitontxiki,13,0.57,0.2,ize,4,10
aitor,62,2.73,0.57,ize,10,5
aitorenseme,18,0.79,0.25,ize,4,11
aitorkizun,17,0.75,0.24,ize,3,10
aitorle,50,2.2,0.51,ize,11,7
aitorleku,30,1.32,0.37,ize,12,9
aitormen,237,10.43,1.06,ize,14,8
aitorpen,616,27.11,1.45,ize,24,8
aitorrezin,21,0.92,0.28,adj,9,10
aitortu,6611,290.98,2.47,adi,56,7
aitortza,1571,69.15,1.85,ize,16,8
aitortzaile,1,0.04,0.02,ize,1,11
aitta,24,1.06,0.31,ize,5,5
aittitta,36,1.58,0.41,ize,4,8
aittitte,75,3.3,0.63,ize,8,8
